Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
9500,Nissan,X-Trail,ST (fwd),T31 Series 5,2013,222000,Wagon,Manual,Unleaded Petrol,Used,1997,Silver,5
10000,Holden,Cruze,CDX,JH MY14,2014,164000,Sedan,Automatic,Unleaded Petrol,Used,1796,Black,5
67999,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2018,87558,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
33999,LDV,T60,PRO (4X4),SKC8,2020,14723,Double Cab Utility,Automatic,Diesel,Used,2776,White,5
15950,Isuzu,D-MAX,LS-M (4X4),TF MY10,2011,102000,Crew Cab Utility,Automatic,Diesel,Used,2999,Titanium,5
19000,Nissan,Navara,SL (4X4),D23 Series II,2017,90000,Dual Cab Utility,Manual,Diesel,Used,2298,Black,5
24990,Toyota,Camry,Altise,ASV50R MY16,2017,80811,Sedan,Automatic,Unleaded Petrol,Used,2494,Grey,5
44990,Volkswagen,Tiguan,Allspace 110 TDI Comfortline,5NA MY18,2018,42086,Wagon,Automatic,Diesel,Used,1968,White,7
45490,Ford,Everest,Trend (rwd 7 Seat),UA II MY19,2018,99888,Wagon,Automatic,Diesel,Used,1996,Silver,7
74990,BMW,X3,Xdrive30D M-Sport,G01,2019,32000,Wagon,Automatic,Diesel,Used,2993,Silver,5
43888,Holden,Commodore,SS-V,VF,2014,92135,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,White,5
52888,Toyota,Corolla,ZR Hybrid,ZWE211R,2022,3562,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1798,Black,5
59888,Toyota,RAV4,GX (2WD) Hybrid,Axah52R,2022,50,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,White,5
50000,Toyota,Landcruiser,GXL (4X4),VDJ79R,2008,30000,Cab Chassis,Manual,Diesel,Used,4461,White,2
32500,Mercedes-Benz,Vito,116 Bluetec LWB,447,2016,145032,Van,Automatic,Diesel,Used,2143,White,2
52888,Ford,Ranger,XLS 3.2 (4X4),PX Mkiii MY19,2019,50000,Double Cab Pick Up,Automatic,Diesel,Used,3198,White,5
30888,Toyota,C-HR,Koba (2WD),NGX10R Update,2018,79436,Wagon,Automatic,Premium Unleaded Petrol,Used,1197,White,5
18980,Volkswagen,Golf,Alltrack 132 TSI,AU MY16,2015,170185,Wagon,Automatic,Premium Unleaded Petrol,Used,1798,Red,5
25490,Suzuki,Ignis,GLX,MF Series II,2022,15,Wagon,Automatic,Premium Unleaded Petrol,New In Stock,1242,White,4
9990,Jeep,Patriot,Sport,MK MY09,2010,122252,Wagon,Manual,Unleaded Petrol,Used,2359,Silver,5
47850,Ford,Everest,Trend (rwd 7 Seat),UA II MY19,2018,40341,Wagon,Automatic,Diesel,Used,1996,White,7
9980,Hyundai,I30,SLX,FD MY09,2009,135559,Hatchback,Manual,Unleaded Petrol,Used,1975,White,5
6999,Holden,Barina,Classic,TK MY11,2012,174088,Sedan,Manual,Unleaded Petrol,Used,1598,White,5
28888,Mercedes-Benz,A180,BE,176 MY15,2015,59134,Hatchback,Automatic,Premium Unleaded Petrol,Used,1595,White,5
18450,Hyundai,Tucson,Active (fwd),TL2 MY18,2018,251455,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
16500,Audi,A1,Sportback 1.4 Tfsi Attraction,8X MY12,2013,54134,Hatchback,Automatic,Premium Unleaded Petrol,Used,1390,Ice,5
16860,Mitsubishi,Outlander,ES (4X4),ZJ,2013,13296,Wagon,Automatic,Unleaded Petrol,Used,2360,White,5
29888,Mazda,CX-5,Akera (4X4),MY13 Upgrade,2015,107453,Wagon,Automatic,Unleaded Petrol,Used,2488,Red,5
65987,Volvo,XC40,Plus B4 Mhev,536 MY23,2022,1043,Wagon,Automatic,Premium Unleaded Petrol,Demo,1969,White,5
79990,BMW,X3,Xdrive30I M Sport,G01,2021,10598,Wagon,Automatic,Unleaded Petrol,Used,1998,Grey,5
44790,Mini,3D Hatch,Cooper S,F56 MY19,2019,38129,Hatchback,Automatic,Premium Unleaded Petrol,Used,1998,Blue,4
38990,Mazda,CX-5,GT (4X4),MY17.5 (KF Series 2),2018,55928,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
26990,Nissan,Pathfinder,ST-L (4X2),R52,2015,116506,Wagon,Automatic,Premium Unleaded Petrol,Used,3498,Silver,7
13986,Ford,Ecosport,Trend,BK,2014,119098,Wagon,Automatic,Premium Unleaded Petrol,Used,1498,Orange,5
19853,Renault,Megane,ZEN,KFB,2017,36391,Wagon,Automatic,Premium Unleaded Petrol,Used,1198,White,5
9990,Jeep,Cherokee,Limited (4X4),KJ MY05 Upgrade II,2007,162448,Wagon,Automatic,Diesel,Used,2776,Black,5
27990,Kia,Sportage,SI Premium (fwd),QL MY17,2017,72009,Wagon,Automatic,Unleaded Petrol,Used,1999,Red,5
50890,Mazda,CX-9,Azami (fwd),MY19,2019,70451,Wagon,Automatic,Unleaded Petrol,Used,2488,Red,7
40990,Kia,Carnival,S,YP PE MY20,2019,59169,Wagon,Automatic,Unleaded Petrol,Used,3342,White,8
40990,Mazda,CX-9,GT (awd),MY18,2017,118735,Wagon,Automatic,Unleaded Petrol,Used,2488,White,7
16990,Mazda,6,GT,6C,2013,164375,Sedan,Automatic,Diesel,Used,2191,Red,5
53900,Mercedes-Benz,GL350,Blue TEC,X166,2013,52895,Wagon,Automatic,Diesel,Used,2987,Silver,7
37988,Jeep,Compass,Trailhawk (4X4 Low),M6 MY18,2018,33800,Wagon,Automatic,Diesel,Used,1956,Grey,5
11500,Holden,Commodore,SV6,VE II,2011,240000,Sedan,Automatic,Unleaded Petrol,Used,3565,Silver,5
21990,Toyota,Yaris,Ascent,NCP130R MY17,2017,33351,Hatchback,Automatic,Unleaded Petrol,Used,1299,Black,5
24990,Nissan,Navara,ST (4X4),D40 MY12 Upgrade,2014,184484,Dual Cab Pick-up,Automatic,Diesel,Used,2488,Blue,5
61990,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY17,2018,88494,Wagon,Automatic,Diesel,Used,2755,White,7
28990,Holden,Colorado,LTZ (4X4),RG,2013,202700,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
64850,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2018,60589,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
75990,Ford,Mustang,GT 5.0 V8,FN MY21.5,2021,16901,Fastback,Manual,Premium Unleaded Petrol,Used,4950,White,4
28333,Volvo,XC60,T5 Luxury,DZ MY17,2017,144185,Wagon,Automatic,Premium Unleaded Petrol,Used,1968,Black,5
25980,Kia,Cerato,S,BD MY20,2020,31208,Hatchback,Automatic,Unleaded Petrol,Used,1999,White,5
10490,Great Wall,V200,(4X2),K2,2011,160116,Dual Cab Utility,Manual,Diesel,Used,1996,White,5
41970,Toyota,Camry,Ascent (hybrid),Axvh71R,2019,35418,Sedan,Automatic,Premium Unleaded/Electric,Used,2494,Brown,5
33470,Holden,Colorado,LS (4X2),RG MY17,2017,151074,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
16990,Toyota,Hiace,LWB,TRH201R,2006,254275,Van,Automatic,Unleaded Petrol,Used,2694,White,3
18990,Toyota,Kluger,Grande (4X4),GSU45R,2008,133352,Wagon,Automatic,Unleaded Petrol,Used,3456,Grey,7
46990,Volkswagen,Multivan,Comfortline TDI340,T6 MY17.5,2017,115214,Wagon,Automatic,Diesel,Used,1968,Blue,7
19950,Audi,A3,Sportback 1.8 Tfsi Ambition,8V,2013,92000,Hatchback,Automatic,Premium Unleaded Petrol,Used,1798,Black,5
69990,Land Rover,Discovery,SD4 SE,MY17,2017,55461,Wagon,Automatic,Diesel,Used,1999,White,5
51950,Volkswagen,Golf,R,AU MY19,2019,45352,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,White,5
31413,Toyota,Hilux,Workmate,TGN121R Facelift,2021,49366,Cab Chassis,Automatic,Unleaded Petrol,Used,2694,White,2
9413,Volkswagen,Tiguan,125 TSI,5NC MY09,2008,165287,Wagon,Manual,Premium Unleaded Petrol,Used,1984,Black,5
44913,Land Rover,Discovery 4,3.0 TDV6,MY16,2016,146094,Wagon,Automatic,Diesel,Used,2993,White,5
33900,Audi,Q5,2.0 Tfsi Quattro,8R MY16,2016,107200,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,Black,5
36990,Skoda,Kamiq,Style 85TSI,NW MY23,2022,587,Wagon,Automatic,Premium Unleaded Petrol,Demo,999,White,5
14990,Holden,Commodore,SV6,VE MY10,2010,153814,Sedan,Automatic,Unleaded Petrol,Used,3565,Silver,5
19990,BMW,X1,Sdrive 20I,E84 MY14,2013,77176,Wagon,Automatic,Premium Unleaded Petrol,Used,1997,Black,5
15500,Toyota,Hilux,Workmate,TGN16R 07 Upgrade,2008,93000,Cab Chassis,Manual,Unleaded Petrol,Used,2694,White,3
39986,Isuzu,MU-X,LS-M (4X4),UC,2015,120833,Wagon,Automatic,Diesel,Used,2999,White,7
44990,Subaru,BRZ,TS,MY20,2020,13247,Coupe,Automatic,Premium Unleaded Petrol,Used,1998,Grey,4
36990,Toyota,Yaris Cross,GX,Mxpb10R,2021,7000,Wagon,Automatic,Unleaded Petrol,Used,1490,Red,5
85530,Toyota,Landcruiser Prado,Kakadu (4X4),GDJ150R,2019,37600,Wagon,Automatic,Diesel,Used,2755,Grey,7
24999,Mercedes-Benz,C250,Avantgarde BE,W204 MY12,2012,133874,Sedan,Automatic,Premium Unleaded Petrol,Used,1796,White,5
74888,Lexus,RX450H,Sports Luxury Hybrid,GYL25R,2016,71006,Wagon,Automatic,Premium Unleaded/Electric,Used,3456,White,5
66388,Mercedes-Benz,GLC250,D,253 MY18,2018,80370,Wagon,Automatic,Diesel,Used,2143,White,5
23950,Holden,Colorado,LS (4X2),RG MY18,2017,125430,Cab Chassis,Automatic,Diesel,Used,2776,White,2
43990,Nissan,X-Trail,TI (4WD) (5YR),T32 Series 2,2019,18691,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,5
21990,Kia,Cerato,Sport,YD MY18,2017,22018,Sedan,Automatic,Unleaded Petrol,Used,1999,Red,5
82990,Toyota,Kluger,Grande Hybrid AWD,Axuh78R,2021,25394,Wagon,Automatic,Premium Unleaded/Electric,Used,2487,White,7
33990,Subaru,Outback,2.0D,MY18,2018,110988,Wagon,Automatic,Diesel,Used,1998,White,5
35977,Ford,Everest,Ambiente,UA,2015,190539,Wagon,Automatic,Diesel,Used,3198,Red,7
26977,Holden,Commodore,SV6 (lpg),VF,2013,137021,Sedan,Automatic,Liquid Petroleum Gas,Used,3565,Blue,5
26888,Mazda,3,SP25 GT,BN MY17,2018,89979,Hatchback,Automatic,Unleaded Petrol,Used,2488,White,5
35990,Mazda,CX-5,GT (4X4),MY17.5 (KF Series 2),2017,74222,Wagon,Automatic,Unleaded Petrol,Used,2488,Blue,5
53990,Toyota,Kluger,GXL (4X4),GSU55R,2018,28767,Wagon,Automatic,Unleaded Petrol,Used,3456,Silver,7
74850,Mercedes-Benz,GLB,250 4Matic,X247 MY21,2020,21130,Wagon,Automatic,Premium Unleaded Petrol,Used,1991,Black,7
4750,Nissan,Pulsar,ST,N16 MY03,2003,193500,Sedan,Automatic,Unleaded Petrol,Used,1769,Silver,5
18990,Ford,Falcon,XR6,FG MK2,2013,188318,Sedan,Automatic,Unleaded Petrol,Used,3984,Blue,5
64800,Maserati,Ghibli,S,M157,2014,48458,Sedan,Automatic,Premium Unleaded Petrol,Used,2979,Grey,5
30450,Mazda,3,Touring,BN MY17,2017,29606,Sedan,Automatic,Unleaded Petrol,Used,1998,Red,5
35090,Mazda,BT-50,XT (4X2),MY17 Update,2018,67472,Dual Cab Utility,Automatic,Diesel,Used,3196,White,5
40790,Audi,Q2,2.0 Tfsi Quattro Sport,GA MY18,2018,71908,Wagon,Automatic,Premium Unleaded Petrol,Used,1984,White,5
35890,Jeep,Grand Cherokee,Laredo (4X4),WK MY17,2017,144825,Wagon,Automatic,Diesel,Used,2987,Grey,5
21190,Volkswagen,Golf,110 TSI Highline,AU MY16,2015,100226,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395,White,5
21990,Mitsubishi,Lancer,Black Edition (es),CF MY17,2017,74000,Sedan,Automatic,Unleaded Petrol,Used,1998,White,5
28990,Hyundai,Tucson,Elite (fwd),TLE,2015,61240,Wagon,Automatic,Unleaded Petrol,Used,1999,White,5
22800,Toyota,Hiace,LWB,KDH201R MY11 Upgrade,2011,256000,Van,Automatic,Diesel,Used,2982,White,3
69990,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19.75,2019,61337,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
52000,Jaguar,E-Pace,D240 HSE AWD (177KW),X540 MY18,2018,39000,Wagon,Automatic,Diesel,Used,1999,White,5
5800,Hyundai,Santa Fe,SLX (4X4),CM MY07,2006,265337,Wagon,Manual,Unleaded Petrol,Used,2656,Silver,5
26998,Holden,UTE,SV6,VF,2014,146850,Utility,Automatic,Unleaded Petrol,Used,3565,White,2
15992,Volkswagen,Polo,66 TSI Trendline,6R MY16,2016,68070,Hatchback,Automatic,Premium Unleaded Petrol,Used,1197,White,5
15966,Holden,Cruze,Equipe,JH MY16,2016,30617,Sedan,Automatic,Unleaded Petrol,Used,1796,White,5
22990,Hyundai,Kona,GO (fwd),OS.2 MY19,2019,123745,Wagon,Automatic,Unleaded Petrol,Used,1999,Black,5
33987,Hyundai,Tucson,Highlander (awd),TLE2 MY18,2017,80645,Wagon,Automatic,Unleaded Petrol,Used,1591,Grey,5
12500,Holden,Captiva,7 LTZ (4X4),CG MY14,2014,128000,Wagon,Automatic,Diesel,Used,2231,Maroon,7
12995,Ford,Territory,Ghia Turbo (4X4),SY,2007,217563,Wagon,Automatic,Unleaded Petrol,Used,3984,Black,5
32800,Mazda,BT-50,GT (4X4),MY16,2016,186133,Dual Cab Utility,Automatic,Diesel,Used,3196,Silver,5
23995,Honda,CR-V,VTI (4X2) Navi,30 MY15,2014,90869,Wagon,Automatic,Unleaded Petrol,Used,1997,Grey,5
27990,Nissan,X-Trail,ST-L (fwd),T32,2015,59963,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
25990,Volkswagen,Scirocco,R,1S,2012,108607,Coupe,Automatic,Premium Unleaded Petrol,Used,1984,Blue,4
74990,Isuzu,D-MAX,X-Terrain (4X4),RG MY22,2022,21,Crew Cab Utility,Automatic,Diesel,Used,2999,Orange,5
26999,Nissan,Qashqai,ST,J11 MY18,2018,86778,Wagon,Automatic,Unleaded Petrol,Used,1997,Blue,5
22990,Toyota,Yaris,Ascent,NCP130R MY17,2017,8581,Hatchback,Automatic,Unleaded Petrol,Used,1299,Orange,5
21990,Holden,Astra,R,BK MY18,2018,17499,Hatchback,Automatic,Premium Unleaded Petrol,Used,1399,Silver,5
68888,Subaru,WRX,STI (awd),MY20,2020,20923,Sedan,Manual,Premium Unleaded Petrol,Used,2457,Blue,5
68888,Ford,Ranger,Wildtrak 2.0 (4X4),PX Mkiii MY20.25,2020,50134,Double Cab Pick Up,Automatic,Diesel,Used,1996,White,5
20000,Ford,Falcon,XR6,FG MK2,2013,122065,Sedan,Automatic,Unleaded Petrol,Used,3984,Black,5
18950,Volkswagen,Amarok,TDI420 Ultimate (4X4),2H MY13,2013,256449,Dual Cab Utility,Automatic,Diesel,Used,1968,White,5
79950,Land Rover,Discovery,TD6 HSE Luxury,MY18,2018,53312,Wagon,Automatic,Diesel,Used,2993,Black,5
34990,Mitsubishi,Triton,GLS (4X4),MQ MY16 Upgrade,2016,186278,Dual Cab Utility,Automatic,Diesel,Used,2440,White,5
21990,Mitsubishi,Triton,GLX (4X4),MN MY11,2011,202011,Double Cab Utility,Automatic,Diesel,Used,2477,White,5
11494,Holden,Commodore,Omega 60TH Anniversary,VE MY09,2008,118217,Sedan,Automatic,Unleaded Petrol,Used,3565,Black,5
42990,Volkswagen,Amarok,V6 TDI 550 Sportline,2H MY19,2018,134258,Dual Cab Utility,Automatic,Diesel,Used,2967,White,5
32977,Holden,Colorado,LX (4X4),RG,2012,107492,Crew Cab Pickup,Manual,Diesel,Used,2776,White,5
39990,Kia,Sorento,SI (4X2),UM MY19,2019,69287,Wagon,Automatic,Unleaded Petrol,Used,3490,Blue,7
37990,Holden,Trailblazer,LTZ (4X4),RG MY18,2017,163652,Wagon,Automatic,Diesel,Used,2776,White,7
33990,Mazda,CX-5,Grand Tourer (4X4),MY13 Upgrade,2014,113726,Wagon,Automatic,Diesel,Used,2191,White,5
71980,Audi,RS3,Quattro,8V MY18,2018,82261,Sedan,Automatic,Premium Unleaded Petrol,Used,2480,Black,5
14980,Kia,Sportage,SI (fwd),SL MY13,2013,140537,Wagon,Automatic,Unleaded Petrol,Used,1998,Silver,5
37880,BMW,X1,Xdrive 25I,F48 MY17,2016,81594,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,Blue,5
43990,Ford,Endura,ST-Line (awd),CA MY19,2018,63936,Wagon,Automatic,Diesel,Used,1995,Red,5
73900,Volvo,XC60,B5 Inscription Mhev,246 MY22,2022,11200,Wagon,Automatic,Premium Unleaded/Electric,Used,1969,Silver,5
36990,Mitsubishi,Triton,GLX (4X4),MQ MY16,2016,112832,Dual Cab Chassis,Manual,Diesel,Used,2440,Red,5
45888,Jeep,Compass,Night Eagle (fwd),M6 MY22,2022,3242,Wagon,Automatic,Unleaded Petrol,Demo,2359,Grey,5
79000,Jeep,Grand Cherokee,SRT (4X4),WK MY17,2017,83000,Wagon,Automatic,Premium Unleaded Petrol,Used,6424,Dark,5
15995,Mini,Clubman,Cooper S,R55,2008,86300,Wagon,Manual,Premium Unleaded Petrol,Used,1598,Brown,4
6995,Mazda,2,NEO,DE,2009,227571,Hatchback,Manual,Unleaded Petrol,Used,1498,Green,5
12995,Volkswagen,Jetta,103 TDI Comfortline,1KM MY12,2012,133475,Sedan,Automatic,Diesel,Used,1968,White,5
39995,Toyota,Hilux,SR5 (4X4),KUN26R MY12,2013,202959,Dual Cab Pick-up,Automatic,Diesel,Used,2982,Red,5
24995,Subaru,Forester,2.5I-L,MY18,2018,134223,Wagon,Automatic,Unleaded Petrol,Used,2498,Blue,5
25995,Mitsubishi,Triton,GLX Plus (4X4),MQ MY17,2017,182623,Dual Cab Utility,Manual,Diesel,Used,2440,White,5
25995,Holden,UTE,SV6,VF MY15,2015,178949,Utility,Automatic,Unleaded Petrol,Used,3565,Black,2
37925,Holden,Colorado,LS (4X4),RG MY19,2018,95742,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
17850,Mercedes-Benz,C250,CDI Elegance BE,W204 MY11,2011,139659,Sedan,Automatic,Diesel,Used,2148,Silver,5
6990,Holden,Commodore,SV6,VE MY08,2008,302019,Sedan,Automatic,Unleaded Petrol,Used,3565,Silver,5
17400,Hyundai,Elantra,Active,MD2,2013,101129,Sedan,Automatic,Unleaded Petrol,Used,1796,White,5
11800,Holden,Cruze,CDX,JH MY12,2012,98458,Hatchback,Automatic,Unleaded Petrol,Used,1796,Black,5
15000,Suzuki,Swift,GL,FZ,2015,141587,Hatchback,Automatic,Unleaded Petrol,Used,1372,White,5
40990,Holden,Acadia,LTZ (awd),AC MY19,2019,71110,Wagon,Automatic,Unleaded Petrol,Used,3649,Black,7
24990,Nissan,X-Trail,ST-L 7 Seat (fwd),T32,2016,93325,Wagon,Automatic,Unleaded Petrol,Used,2488,Silver,7
13990,Suzuki,Swift,GL Navigator,FZ MY14,2015,102180,Hatchback,Automatic,Unleaded Petrol,Used,1372,Grey,5
12990,Suzuki,Swift,GL Navigator,FZ MY14,2014,139772,Hatchback,Automatic,Unleaded Petrol,Used,1372,Grey,5
7990,Ford,Falcon,XT,BF Mkiii,2009,195000,Wagon,Automatic,Unleaded Petrol,Used,3984,White,5
32990,Toyota,Kluger,GX (4X2),GSU50R,2017,177037,Wagon,Automatic,Unleaded Petrol,Used,3456,Grey,7
57990,Toyota,RAV4,GXL (2WD) Hybrid,Axah52R,2022,211,Wagon,Automatic,Unleaded Petrol/Electric,Used,2487,Blue,5
38990,Subaru,Levorg,1.6 GT Premium,MY18,2017,69079,Wagon,Automatic,Premium Unleaded Petrol,Used,1599,White,5
18990,Volkswagen,Polo,70 TSI Trendline,AW MY19,2018,35579,Hatchback,Manual,Premium Unleaded Petrol,Used,999,White,5
78000,Jaguar,E-Pace,P250 R-Dynamic S AWD (183KW),X540 MY20,2020,18085,Wagon,Automatic,Premium Unleaded Petrol,Used,1998,White,5
44350,Holden,Colorado,Z71 (4X4),RG MY16,2016,120045,Crew Cab Pickup,Automatic,Diesel,Used,2776,White,5
27365,Honda,HR-V,VTI-S,MY16,2016,94180,Wagon,Automatic,Unleaded Petrol,Used,1799,Silver,5
32990,Subaru,Outback,2.0D,MY18,2018,77939,Wagon,Automatic,Diesel,Used,1998,White,5
36990,Toyota,Hilux,Workmate (4X4),GUN125R,2016,127011,Cab Chassis,Manual,Diesel,Used,2393,White,2
9990,Ford,Focus,Ambiente,LW MK2 Upgrade,2013,177670,Hatchback,Automatic,Unleaded Petrol,Used,1596,Grey,5
10990,Great Wall,X200,(4X4),CC6461KY MY11,2013,75295,Wagon,Manual,Diesel,Used,1996,White,5
12990,Toyota,Corolla,Ascent,ZRE152R MY09,2010,189055,Sedan,Automatic,Unleaded Petrol,Used,1798,White,5
18800,Dodge,Journey,R/T,JC MY16,2016,95186,Wagon,Automatic,Premium Unleaded Petrol,Used,3604,White,5
29999,Holden,Commodore,SV6,VF II MY17,2017,115528,Sedan,Automatic,Unleaded Petrol,Used,3565,White,5
33990,Mitsubishi,Triton,GLX Plus (4X4),MR MY19,2018,192200,Double Cab Pick Up,Manual,Diesel,Used,2440,White,5
31990,Toyota,Hilux,SR5 (4X4),KUN26R MY12,2013,268587,Dual Cab Pick-up,Automatic,Diesel,Used,2982,Blue,5
59999,Mazda,CX-9,Touring (awd),CX9M,2022,2001,Wagon,Automatic,Unleaded Petrol,Demo,2488,White,7
49999,Mazda,CX-9,Sport (fwd),CX9M,2022,2001,Wagon,Automatic,Unleaded Petrol,Demo,2488,Grey,7
32999,Mitsubishi,Triton,GLX (4X4),MQ MY16 Upgrade,2016,119869,Dual Cab Utility,Automatic,Diesel,Used,2440,White,5
24290,Kia,Cerato,SI,BD MY19,2019,50490,Sedan,Automatic,Unleaded Petrol,Used,1999,Grey,5
32888,Nissan,X-Trail,ST 7 Seat (2WD),T32 Series 2,2019,55966,Wagon,Automatic,Unleaded Petrol,Used,2488,Blue,7
33888,Mitsubishi,Outlander,ES 7 Seat (awd),ZL MY19,2019,63377,Wagon,Automatic,Unleaded Petrol,Used,2360,Silver,7
16990,Toyota,Camry,Altise,ASV50R,2013,102908,Sedan,Automatic,Unleaded Petrol,Used,2494,Brown,5
15990,Mazda,3,NEO,BM MY15,2015,125161,Sedan,Manual,Unleaded Petrol,Used,1998,Red,5
64880,Kia,Sorento,GT-Line 7 Seat,MQ4 MY21,2020,42000,Wagon,Automatic,Diesel,Used,2151,Blue,7
38890,Toyota,Hiace,LWB,KDH201R MY16,2017,72371,Van,Automatic,Diesel,Used,2982,White,2
26990,Hyundai,Kona,GO (fwd),OS.3 MY20,2019,58236,Wagon,Automatic,Unleaded Petrol,Used,1999,Blue,5
33995,Toyota,Hilux,SR5 (4X4),KUN26R MY14,2015,199164,X Cab Pickup,Manual,Diesel,Used,2982,Blue,4
41480,Subaru,Forester,2.5I-S (awd),MY20,2019,30000,Wagon,Automatic,Unleaded Petrol,Used,2498,Silver,5
29888,Nissan,X-Trail,ST-L 7 Seat (fwd),T32,2017,45000,Wagon,Automatic,Unleaded Petrol,Used,2488,White,7
19888,Mazda,3,SP25,BM,2014,57341,Sedan,Manual,Unleaded Petrol,Used,2488,Red,5
39990,Volkswagen,Touareg,150 TDI Element,7P MY16,2016,85323,Wagon,Automatic,Diesel,Used,2967,White,5
31888,Holden,Colorado 7,LT (4X4),RG MY14,2014,64401,Wagon,Automatic,Diesel,Used,2776,White,7
31990,Honda,HR-V,RS,MY18,2018,47315,Wagon,Automatic,Unleaded Petrol,Used,1799,Black,5
42970,Holden,Commodore,SS-V Redline,VF MY15,2015,149738,Sedan,Automatic,Premium Unleaded Petrol,Used,5967,White,5
62990,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,2019,149861,Wagon,Automatic,Diesel,Used,2755,White,7
20490,Hyundai,Tucson,Active (fwd),TL2 MY18,2017,186201,Wagon,Automatic,Unleaded Petrol,Used,1999,Silver,5
18870,Mazda,6,Sport,6C,2013,96366,Sedan,Automatic,Unleaded Petrol,Used,2488,Silver,5
29590,Kia,Sorento,SLI (4X4),UM MY16,2015,118727,Wagon,Automatic,Diesel,Used,2199,White,7
38990,Mazda,BT-50,XT (4X4),MY16,2016,106580,Dual Cab Utility,Automatic,Diesel,Used,3196,White,5
28690,Peugeot,3008,Active,P84 MY18,2018,56597,Wagon,Automatic,Premium Unleaded Petrol,Used,1598,Blue,5
40390,Ford,Ranger,XLT 3.2 (4X4),PX,2015,113219,Dual Cab Utility,Manual,Diesel,Used,3198,White,5
10995,Toyota,Hilux,(4X4),RZN169R,2000,246820,Dual Cab Pick-up,Manual,Unleaded Petrol,Used,2694,White,5
25990,Jeep,Grand Cherokee,Laredo (4X4),WK MY14,2014,151052,Wagon,Automatic,Diesel,Used,2987,White,5
31990,Jeep,Grand Cherokee,Laredo (4X4),WK MY15,2015,80379,Wagon,Automatic,Premium Unleaded Petrol,Used,3604,Grey,5
21490,Holden,Commodore,Evoke,VF II,2016,93433,Sportswagon,Automatic,Unleaded Petrol,Used,2997,White,5
32190,Mitsubishi,Triton,GLX,MQ MY17,2017,60151,Dual Cab Utility,Automatic,Diesel,Used,2440,White,5
21990,Toyota,Corolla,Ascent,ZRE172R,2017,66722,Sedan,Automatic,Unleaded Petrol,Used,1798,White,5
25990,Mitsubishi,Outlander,LS (4X2),ZK MY16,2016,64447,Wagon,Automatic,Unleaded Petrol,Used,1998,Brown,5
24990,Mitsubishi,Triton,GL-R (4X4),MN MY11,2011,129799,Double Cab Utility,Manual,Diesel,Used,2477,White,5
33800,Hyundai,Santa FE,Active X,DM SER II (DM3),2017,45935,Wagon,Automatic,Unleaded Petrol,Used,3342,Red,7
43800,Kia,Stinger,330S,CK MY18,2018,79153,Sedan,Automatic,Unleaded Petrol,Used,3342,White,5
28990,Nissan,Qashqai,TI (4X2),J11,2017,66398,Wagon,Automatic,Unleaded Petrol,Used,1997,Grey,5
15800,Subaru,Forester,X,MY12,2012,173191,Wagon,Automatic,Unleaded Petrol,Used,2498,Green,5
17990,Volkswagen,Golf,GTI,1K MY11,2011,166443,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984,Red,5
19999,Hyundai,Accent,Sport,RB6 MY18,2018,67000,Hatchback,Automatic,Unleaded Petrol,Used,1591,White,5
49888,Kia,Stinger,GT (black Leather),CK MY18 (441),2018,72084,Sedan,Automatic,Unleaded Petrol,Used,3342,Silver,5
44000,Honda,CR-V,VTI X (2WD) 5 Seats,MY22,2022,2000,Wagon,Automatic,Unleaded Petrol,Used,1498,Lunar,5
32888,Nissan,X-Trail,ST 7 Seat (2WD) (5YR),T32 Series 2,2020,69567,Wagon,Automatic,Unleaded Petrol,Used,2488,Grey,7
31888,Nissan,X-Trail,ST (2WD) (5YR),T32 Series 2,2020,60923,Wagon,Automatic,Unleaded Petrol,Used,2488,Silver,5
31888,Nissan,X-Trail,ST (2WD) (5YR),T32 Series 2,2020,59343,Wagon,Automatic,Unleaded Petrol,Used,2488,White,5
